,Company Name,Ticker
479,Air Products and Chemicals Inc. Common Stock,APD
480,Applied DNA Sciences Inc. Common Stock,APDN
481,American Public Education Inc. Common Stock,APEI
482,Apollo Endosurgery Inc. Common Stock,APEN
483,APi Group Corporation Common Stock,APG
484,Apollo Strategic Growth Capital II Class A Ordinary Shares,APGB
485,Amphenol Corporation Common Stock,APH
486,Agora Inc. American Depositary Shares,API
487,Apple Hospitality REIT Inc. Common Shares,APLE
488,Apellis Pharmaceuticals Inc. Common Stock,APLS
489,Applied Therapeutics Inc. Common Stock,APLT
490,Aptorum Group Limited Class A Ordinary Shares,APM
491,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,APMI
492,AxonPrime Infrastructure Acquisition Corporation Unit,APMIU
493,AxonPrime Infrastructure Acquisition Corporation Warrants,APMIW
494,Apollo Global Management Inc. Class A Common Stock,APO
495,Apollo Global Management Inc. 6.375% Series A Preferred Shares,APO^A
496,Apollo Global Management Inc 6.375% Series B Preferred Shares,APO^B
497,Apogee Enterprises Inc. Common Stock,APOG
498,Cellect Biotechnology Ltd. American Depositary Shares,APOP
499,Applovin Corporation Class A Common Stock,APP
500,AppFolio Inc. Class A Common Stock,APPF
501,AppHarvest Inc. Common Stock,APPH
502,AppHarvest Inc. Warrants,APPHW
503,Appian Corporation Class A Common Stock,APPN
504,Digital Turbine Inc. Common Stock,APPS
505,Apria Inc. Common Stock,APR
506,Aprea Therapeutics Inc. Common stock,APRE
507,Blue Apron Holdings Inc. Class A Common Stock,APRN
508,Apollo Strategic Growth Capital Class A Ordinary Shares,APSG
509,Alpha Pro Tech Ltd. Common Stock,APT
510,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,APTM
511,Alpha Partners Technology Merger Corp. Unit,APTMU
512,Alpha Partners Technology Merger Corp. Warrant,APTMW
513,Aptose Biosciences Inc. Common Shares,APTO
514,Preferred Apartment Communities Inc. Common Stock,APTS
515,Aptiv PLC Ordinary Shares,APTV
516,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,APTV^A
517,Aptinyx Inc. Common Stock,APTX
518,Aptevo Therapeutics Inc. Common Stock,APVO
519,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),APWC
520,Apyx Medical Corporation Common Stock,APYX
521,AquaBounty Technologies Inc. Common Stock,AQB
522,Aqua Metals Inc. Common Stock,AQMS
523,Algonquin Power & Utilities Corp. Common Shares,AQN
524,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,AQNA
525,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,AQNB
526,Algonquin Power & Utilities Corp. Corporate Units,AQNU
527,Aquestive Therapeutics Inc. Common Stock,AQST
528,Evoqua Water Technologies Corp. Common Stock,AQUA
529,Antero Resources Corporation Common Stock,AR
530,Aravive Inc. Common Stock,ARAV
531,Accuray Incorporated Common Stock,ARAY
532,Arbe Robotics Ltd. Ordinary Shares,ARBE
533,Arbe Robotics Ltd. Warrant,ARBEW
534,Aequi Acquisition Corp. Class A Common Stock,ARBG
535,Aequi Acquisition Corp. Unit,ARBGU
536,Aequi Acquisition Corp. warrants,ARBGW
537,Argo Blockchain plc American Depositary Shares,ARBK
538,ARC Document Solutions Inc. Common Stock,ARC
539,ArcBest Corporation Common Stock,ARCB
540,Ares Capital Corporation Common Stock,ARCC
541,Arco Platform Limited Class A Common Shares,ARCE
542,Arch Resources Inc. Class A Common Stock,ARCH
543,Arcos Dorados Holdings Inc. Class A Shares,ARCO
544,Arcturus Therapeutics Holdings Inc. Common Stock,ARCT
545,Ares Dynamic Credit Allocation Fund Inc. Common Shares,ARDC
546,Aridis Pharmaceuticals Inc. Common Stock,ARDS
547,Ardelyx Inc. Common Stock,ARDX
548,Alexandria Real Estate Equities Inc. Common Stock,ARE
549,American Resources Corporation Class A Common Stock,AREC
550,Ares Management Corporation Class A Common Stock,ARES
551,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,ARGD
552,Argo Group International Holdings Ltd.,ARGO
553,Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,ARGO^A
554,Argus Capital Corp. Unit,ARGUU
555,argenx SE American Depositary Shares,ARGX
556,Apollo Commercial Real Estate Finance Inc,ARI
557,Aris Water Solutions Inc. Class A Common Stock,ARIS
558,ARKO Corp. Common Stock,ARKO
559,ARKO Corp. Warrant,ARKOW
560,Ark Restaurants Corp. Common Stock,ARKR
561,American Realty Investors Inc. Common Stock,ARL
562,Arlo Technologies Inc. Common Stock,ARLO
563,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,ARLP
564,Aramark Common Stock,ARMK
565,Armata Pharmaceuticals Inc. Common Stock,ARMP
566,Arena Pharmaceuticals Inc. Common Stock,ARNA
567,Arconic Corporation Common Stock ,ARNC
568,Archrock Inc. Common Stock,AROC
569,Arrow Financial Corporation Common Stock,AROW
570,Arqit Quantum Inc. Ordinary Shares,ARQQ
571,Arqit Quantum Inc. Warrants,ARQQW
572,Arcutis Biotherapeutics Inc. Common Stock,ARQT
573,ARMOUR Residential REIT Inc.,ARR
574,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),ARR^C
575,Arrowroot Acquisition Corp. Class A common stock,ARRW
576,Arrowroot Acquisition Corp. Unit,ARRWU
577,Arrowroot Acquisition Corp. Warrant,ARRWW
578,Array Technologies Inc. Common Stock,ARRY
579,Artisan Acquisition Corp. Class A Ordinary Shares ,ARTA
580,Artisan Acquisition Corp. Units,ARTAU
581,Artisan Acquisition Corp. Warrants,ARTAW
582,Artemis Strategic Investment Corporation Unit,ARTEU
583,Artelo Biosciences Inc. Common Stock,ARTL
584,Artelo Biosciences Inc. Warrant,ARTLW
585,Artesian Resources Corporation Class A Common Stock,ARTNA
586,Art's-Way Manufacturing Co. Inc. Common Stock,ARTW
587,Arrival Ordinary Shares,ARVL
588,Arvinas Inc. Common Stock,ARVN
589,Arrow Electronics Inc. Common Stock,ARW
590,Arrowhead Pharmaceuticals Inc. Common Stock,ARWR
591,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,ARYD
592,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,ARYE
593,ASA  Gold and Precious Metals Limited,ASA
594,Sendas Distribuidora S A ADS,ASAI
595,Asana Inc. Class A Common Stock,ASAN
596,Atlantic Street Acquisition Corp Class A Common Stock,ASAQ
597,Astrea Acquisition Corp. Class A Common Stock,ASAX
598,Astrea Acquisition Corp. Unit,ASAXU
599,Astrea Acquisition Corp. Warrant,ASAXW
600,Associated Banc-Corp Common Stock,ASB
601,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,ASB^E
602,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,ASB^F
603,Ardmore Shipping Corporation Common Stock,ASC
604,Liberty All-Star Growth Fund Inc.,ASG
605,Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest,ASGI
606,ASGN Incorporated Common Stock,ASGN
607,Ashland Global Holdings Inc. Common Stock,ASH
608,AdvanSix Inc. Common Stock ,ASIX
609,AerSale Corporation Common Stock,ASLE
610,AerSale Corporation Warrants,ASLEW
611,ASLAN Pharmaceuticals Limited American Depositary Shares,ASLN
612,Avino Silver & Gold Mines Ltd. Common Shares (Canada),ASM
613,Assembly Biosciences Inc. Common Stock,ASMB
614,ASML Holding N.V. New York Registry Shares,ASML
615,Ascendis Pharma A/S American Depositary Shares,ASND
616,Academy Sports and Outdoors Inc. Common Stock,ASO
617,ABRI SPAC I INC. Common Stock,ASPA
618,ABRI SPAC I INC. Warrant,ASPAW
619,Alpha Capital Acquisition Company One Class A Ordinary Share,ASPC
620,Alpha Capital Acquisition Company Unit,ASPCU
621,Alpha Capital Acquisition Company Warrant,ASPCW
622,Aspen Aerogels Inc. Common Stock,ASPN
623,Altisource Portfolio Solutions S.A. Common Stock,ASPS
624,Aspen Group Inc. Common Stock,ASPU
625,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,ASR
626,Assertio Holdings Inc. Common Stock,ASRT
627,AmeriServ Financial Inc. Common Stock,ASRV
628,Astrotech Corporation (DE) Common Stock,ASTC
629,Astec Industries Inc. Common Stock,ASTE
630,Algoma Steel Group Inc. Common Shares,ASTL
631,Algoma Steel Group Inc. Warrant,ASTLW
632,Astra Space Inc. Class A Common Stock ,ASTR
633,Astra Space Inc. Warrant,ASTRW
634,AST SpaceMobile Inc. Class A Common Stock,ASTS
635,AST SpaceMobile Inc. Warrant,ASTSW
636,Asure Software Inc Common Stock,ASUR
637,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,ASX
638,Asensus Surgical Inc. Common Stock,ASXC
639,Amtech Systems Inc. Common Stock,ASYS
640,Austerlitz Acquisition Corporation II Class A Ordinary Shares,ASZ
641,Americas Technology Acquisition Corp. Ordinary Shares,ATA
642,ATAI Life Sciences N.V. Common Shares,ATAI
643,Altimar Acquisition Corp. III Class A Ordinary Shares,ATAQ
644,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,ATAX
645,Atotech Limited Common Shares,ATC
646,Atlas Corp. Common Shares,ATCO
647,Atlas Corp. 7.95% Series D,ATCO^D
648,Atlas Corp. 7.875% Series H,ATCO^H
649,Atlas Corp. Series I Fixed-to-Floating ,ATCO^I
650,Atlas Corp. 7.125% Notes due 2027,ATCOL
651,Atlas Technical Consultants Inc. Class A Common Stock,ATCX
652,Alphatec Holdings Inc. Common Stock,ATEC
653,A10 Networks Inc. Common Stock,ATEN
654,Aterian Inc. Common Stock,ATER
655,Anterix Inc. Common Stock,ATEX
656,Adtalem Global Education Inc. Common Stock,ATGE
657,Athene Holding Ltd. Class A Common Shares,ATH
658,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,ATH^A
659,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,ATH^B
660,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,ATH^C
661,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,ATH^D
662,Athira Pharma Inc. Common Stock,ATHA
663,Alterity Therapeutics Limited American Depositary Shares,ATHE
664,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,ATHM
665,Athena Technology Acquisition Corp. Class A Common Stock,ATHN
666,Athersys Inc. Common Stock,ATHX
667,Allegheny Technologies Incorporated Common Stock,ATI
668,ATIF Holdings Limited Ordinary Shares,ATIF
669,ATI Physical Therapy Inc. Class A Common Stock,ATIP
670,Atkore Inc. Common Stock,ATKR
671,Atlanticus Holdings Corporation Common Stock,ATLC
672,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,ATLCP
673,Ames National Corporation Common Stock,ATLO
674,Altimar Acquisition Corp. II Class A Ordinary Shares,ATMR
675,180 Life Sciences Corp. Common Stock,ATNF
676,180 Life Sciences Corp. Warrant,ATNFW
677,ATN International Inc. Common Stock,ATNI
678,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,ATNM
679,Athenex Inc. Common Stock,ATNX
680,Atmos Energy Corporation Common Stock,ATO
681,Atomera Incorporated Common Stock,ATOM
682,Atossa Therapeutics Inc. Common Stock,ATOS
683,AptarGroup Inc. Common Stock,ATR
684,Atara Biotherapeutics Inc. Common Stock,ATRA
685,AtriCure Inc. Common Stock,ATRC
686,Atrion Corporation Common Stock,ATRI
687,Astronics Corporation Common Stock,ATRO
688,Antares Pharma Inc. Common Stock,ATRS
689,Air Transport Services Group Inc,ATSG
690,Archimedes Tech SPAC Partners Co. Subunit,ATSPT
691,Archimedes Tech SPAC Partners Co. Unit,ATSPU
692,Archimedes Tech SPAC Partners Co. Warrant,ATSPW
693,Atento S.A. Ordinary Shares,ATTO
694,Altice USA Inc. Class A Common Stock,ATUS
695,Tribe Capital Growth Corp I Class A common stock,ATVC
696,Tribe Capital Growth Corp I Units,ATVCU
697,Tribe Capital Growth Corp I Warrant,ATVCW
698,Activision Blizzard Inc. Common Stock,ATVI
699,Avenue Therapeutics Inc. Common Stock,ATXI
700,Astria Therapeutics Inc. Common Stock,ATXS
701,AcuityAds Holdings Inc. Common Shares,ATY
702,AngloGold Ashanti Limited Common Stock,AU
703,Atlantic Union Bankshares Corporation Common Stock,AUB
704,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,AUBAP
705,Auburn National Bancorporation Inc. Common Stock,AUBN
706,Audacy Common Stock,AUD
707,AudioCodes Ltd. Common Stock,AUDC
708,Augmedix Inc. Common Stock,AUGX
709,Ipsidy Inc. Common Stock,AUID
710,Golden Minerals Company Common Stock,AUMN
711,Aurinia Pharmaceuticals Inc Ordinary Shares,AUPH
712,Aurora Acquisition Corp. Class A Ordinary Shares,AURC
713,Aurora Acquisition Corp. Unit,AURCU
714,Aurora Acquisition Corp. Warrant,AURCW
715,Austerlitz Acquisition Corporation I Class A Ordinary Shares,AUS
716,Autolus Therapeutics plc American Depositary Share,AUTL
717,AutoWeb Inc. Common Stock,AUTO
718,Auddia Inc. Common Stock,AUUD
719,Auddia Inc. Warrants,AUUDW
720,Applied UV Inc. Common Stock,AUVI
721,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share,AUVIP
722,Yamana Gold Inc. Ordinary Shares (Canada),AUY
723,Avista Corporation Common Stock,AVA
724,Avalon Acquisition Inc. Units,AVACU
725,Aveanna Healthcare Holdings Inc. Common Stock,AVAH
726,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),AVAL
727,Avanti Acquisition Corp. Class A Ordinary Shares,AVAN
728,AeroVironment Inc. Common Stock,AVAV
729,AvalonBay Communities Inc. Common Stock,AVB
730,Avalon GloboCare Corp. Common Stock,AVCO
731,American Virtual Cloud Technologies Inc. Common Stock ,AVCT
732,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,AVCTW
733,American Vanguard Corporation Common Stock ($0.10 Par Value),AVD
734,Avadel Pharmaceuticals plc American Depositary Shares,AVDL
735,AvidXchange Holdings Inc. Common Stock,AVDX
736,AVEO Pharmaceuticals Inc. Common Stock,AVEO
737,Broadcom Inc. Common Stock,AVGO
738,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A,AVGOP
739,Avinger Inc. Common Stock,AVGR
740,Achari Ventures Holdings Corp. I Unit,AVHIU
741,Avid Technology Inc. Common Stock,AVID
742,Atea Pharmaceuticals Inc. Common Stock,AVIR
743,Advent Convertible and Income Fund,AVK
744,Avalara Inc. Common Stock,AVLR
745,Avanos Medical Inc. Common Stock,AVNS
746,Avient Corporation Common Stock,AVNT
747,Aviat Networks Inc. Common Stock,AVNW
748,Mission Produce Inc. Common Stock,AVO
749,AvePoint Inc. Class A Common Stock,AVPT
750,AvePoint Inc. Warrant,AVPTW
751,AVROBIO Inc. Common Stock,AVRO
752,Avnet Inc. Common Stock,AVT
753,Aerovate Therapeutics Inc. Common Stock,AVTE
754,Avantor Inc. Common Stock,AVTR
755,Avantor Inc. Series A Mandatory Convertible Preferred Stock,AVTR^A
756,Avalo Therapeutics Inc. Common Stock,AVTX
757,Anavex Life Sciences Corp. Common Stock,AVXL
758,Avery Dennison Corporation Common Stock,AVY
759,Avaya Holdings Corp. Common Stock,AVYA
760,Alliancebernstein Global High Income Fund,AWF
761,Aspira Women's Health Inc. Common Stock,AWH
762,Armstrong World Industries Inc Common Stock,AWI
763,American Water Works Company Inc. Common Stock,AWK
764,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,AWP
765,American States Water Company Common Stock,AWR
766,Aware Inc. Common Stock,AWRE
767,Avalon Holdings Corporation Common Stock,AWX
768,Axos Financial Inc. Common Stock,AX
769,Accelerate Diagnostics Inc. Common Stock,AXDX
770,Axogen Inc. Common Stock,AXGN
771,American Axle & Manufacturing Holdings Inc. Common Stock,AXL
772,Axcella Health Inc. Common Stock,AXLA
773,Axonics Inc. Common Stock,AXNX
774,Axon Enterprise Inc. Common Stock,AXON
775,American Express Company Common Stock,AXP
776,AMREP Corporation Common Stock,AXR
777,Axis Capital Holdings Limited Common Stock,AXS
778,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,AXS^E
779,Axsome Therapeutics Inc. Common Stock,AXSM
780,Axalta Coating Systems Ltd. Common Shares,AXTA
781,AXT Inc Common Stock,AXTI
782,Alexco Resource Corp Common Shares (Canada),AXU
783,Atlantica Sustainable Infrastructure plc Ordinary Shares,AY
784,Acuity Brands Inc. ,AYI
785,Ayala Pharmaceuticals Inc. Common Stock,AYLA
786,AYRO Inc. Common Stock,AYRO
787,Aytu BioPharma Inc.  Common Stock,AYTU
788,Alteryx Inc. Class A Common Stock,AYX
789,The AZEK Company Inc. Class A Common Stock,AZEK
790,AstraZeneca PLC American Depositary Shares,AZN
791,AutoZone Inc. Common Stock,AZO
792,Aspen Technology Inc. Common Stock,AZPN
793,Azure Power Global Limited Equity Shares,AZRE
794,Azul S.A. American Depositary Shares (each representing three preferred shares),AZUL
795,Aziyo Biologics Inc. Class A Common Stock,AZYO
796,AZZ Inc.,AZZ
797,Barnes Group Inc. Common Stock,B
798,Boeing Company (The) Common Stock,BA
799,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,BABA
800,Bank of America Corporation Common Stock,BAC
801,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,BAC^B
802,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,BAC^E
803,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,BAC^K
804,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,BAC^L
805,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,BAC^M
806,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,BAC^N
807,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,BAC^O
808,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,BAC^P
